object_id,numero_de_chamada,autor_principal,entradas_secundariasautor,entradas_secundariasautor_2,titulo_principal,publicacao,descricao_fisica,notas,assuntos,entradas_secundariasautor_3,catalogacao_pre_marc,serie,isbn,outros_titulos,entradas_secundariasautor_4,entradas_secundariasautor_5,entradas_secundariasautor_6,entradas_secundariasautor_7,entradas_secundariasautor_8,entradas_secundariasautor_9,notas_de_resumo,entradas_secundariastitulo,edicao,issn,entradas_secundariasautor_10,entradas_secundariasautor_11,entradas_secundariasautor_12,entradas_secundariasautor_13,entradas_secundariasautor_14,entradas_secundariasautor_15,entradas_secundariasautor_16,entradas_secundariasautor_17,entradas_secundariasautor_18,entradas_secundariasautor_19,entradas_secundariasautor_20,entradas_secundariasautor_21,entradas_secundariasautor_22,entradas_secundariasautor_23,entradas_secundariasautor_24
703,,"Ferraz, L. Augusto",,,L. Augusto Ferraz,"Maceió : RG Oficina de Arte, 1992.",14 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"Tavares, Ana Maria",,,Ana Maria Tavares : XXI bienal internacional de São Paulo,"São Paulo : Gabinete de Arte Raquel Arnaud, 1991.",4 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,Transit : Sindika Dokolo coleção africana de arte contemporânea,"Rio de Janeiro : Caixa Cultural, 2012.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,Guia da arquitetura : art decó no Rio de Janeiro,"Rio de Janeiro : Casa da Palavra, 2000.",161 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,Poética das apropriações : do coisário ao relicário,"Niterói : Museu de Arte Contemporânea de Niterói, 2005.",19 p. + 12 cartões postais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,654.195 M433r  2011 Coleção Bibliográfica,"Matos, Teresa Cristina Furtado",,,Rádios comunitárias : sintonia dissonante e autoimagem / Teresa Cristina Furtado Matos,"Fortaleza : Banco do Nordeste, 2011.",250 p. ; 21 cm,,"Radiodifusão -- Ceará
Difusão cultural -- Ceará
Programa de rádio -- Ceará
Estação de rádio -- Ceará
Conflito social -- Ceará",,,(Coleção Textos Nômades ; 5),ISBN : 9788577911691,,,,,,,,,,,,,,,,,,,,,,,,,,
743,"INDIVIDUAL CHEVALIER, Miguel C527m  2011 Coleção Bibliográfica","Chevalier, Miguel",Oi Futuro,Rio de Janeiro,Miguel Chevalier : power pixels / [curadoria Alberto Saraiva],"Rio de Janeiro : Aeroplano, 2011.",175 p. : il. color. ; 26 cm,"Catálogo publicado em decorrência da exposição Miguel Chevalier : power pixels realizada no Oi Futuro Flamengo, na cidade Rio de Janeiro no período de 17 de maio a 3 de julho de 2011 ; e no Oi Futuro Ipanema, na cidade do Rio de Janeiro no período de 26 de maio a 4 de junho de 2011.
Texto em português e francês.","Arte (belas artes) -- Tecnologia -- França -- Século 21
Miguel Chevalier : power pixels Rio de Janeiro 2011
Videoarte França -- Século 21
Arte digital (obra visual) França -- Século 21
Instalação (trabalho visual) França -- Século 21
Arte contemporânea (período) França -- Século 21","Saraiva, Alberto curadoria 
Oi Futuro Rio de Janeiro",,(Coleção arte e tecnologia),ISBN : 9788578200657,,,,,,,,,,,,,,,,,,,,,,,,,,
863,"INDIVIDUAL OURSLER, Tony O93p  2011 Coleção Bibliográfica","Oursler, Tony",Oi Futuro,Rio de Janeiro,Projetor : Tony Oursler ; [curadoria] Paulo Venâncio Filho ; [tradução] Paul Webb ; [fotógrafo] Fernando Lazlo,"Rio de Janeiro : Automática, Oi Futuro, 2011.",151 p. : il. color. ; 26 cm,"Catálogo publicado em decorrência da exposição realizada no Oi Futuro, na cidade do Rio de Janeiro no período de 23 de novembro de 2010 a 23 de janeiro de 2011. Conteúdo incompleto : Contém biografia do artista.
Texto em português e inglês.","Projetor Rio de Janeiro 2011
Videoarte Estados Unidos -- Século 21
Instalação (trabalho visual) Estados Unidos -- Século 21
Arte visual Estados Unidos -- Século 21
Arte contemporânea (período) Estados Unidos -- Século 21","Venancio Filho, Paulo curadoria 
Oi Futuro Rio de Janeiro
Webb, Paul tradução
Lazlo, Fernando fotografia",,(Coleção arte e tecnologia ; v. 50),ISBN : 9788564068032 / 9788599247181,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7.072.3 M524n  2006 Coleção Bibliográfica,"Mellado, Justo Pastor",,,La novela de inscripción de Osvaldo Salerno / Justo Pastor Mellado,"Assunción : CAV/ Museo del Barro, 2006.",280 p. : il. p&b ; 17 cm,Texto em espanhol e inglês.,"Crítica de arte Paraguai
Arte popular (arte tradicional) Paraguai
Arte contemporânea (período) Paraguai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,Pintura ampliada,"Fortaleza : Centro Cultural Banco do Nordeste, [201-?].",15 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,"INDIVIDUAL KOSSOY, Leonardo K86d  2005 Coleção Bibliográfica","Kossoy, Leonardo","Armstrong, Carol texto 
Azevedo, Fernando texto",,"Desoriente : o eu nômade / Leonardo Kossoy, [texto: Carol Armstrong, Fernando Azevedo]","Rio de Janeiro : Centro Cultural Banco do Brasil, 2005.",97 p. : il. color. ; 20 cm,"Catálogo publicado em decorrência da exposição Desoriente: O Eu Nômade realizada no Centro Cultural Banco do Brasil, na cidade do Rio de Janeiro em 2005 e de São Paulo em 2006.
Texto em português e inglês.","Desoriente, O Eu Nômade
Fotografia Brasil",,,,ISBN : 8598251070,Disorient the nomadic I,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,Subversões poéticas,"Rio de Janeiro : SESC, 200?.",4 f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,94(815.1) I59d  2010 Coleção Bibliográfica,Instituto do Patrimônio Histórico e Artístico Nacional - Iphan,"Queiroz, Maria da Graça Soto Coordenação",,Diamantina : Minas Gerai,"Brasília : IPHAN, 2010.",69 p. : il. p&b ; 27 cm,,"História -- Minas Gerais -- Século 20
Fotografia -- Brasil -- Século 20",,,(Imagens ; 3),ISBN : 9788573341614,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,"Milhazes, Beatriz",,,Mares do sul,"Rio de Janeiro : Centro Cultural Banco do Brasil, 2002.",188 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,17 E83  2011 Coleção Bibliográfica,,"Miranda, Danilo Santos de Organização",,Ética e cultura,"São Paulo : Perspectiva, 2011.",237 p. ; 21 cm,,"Cultura -- Brasil -- Século 21
Ética (filosofia) -- Brasil -- Século 21",,,(Debate ; 299),ISBN : 9788527306966,,,,,,,,,,,,,,,,,,,,,,,,,,
547,COLETIVO Stedelijk Museum S812e  2004 Coleção Bibliográfica,Stedelijk Museum Amsterdã,Pinacoteca do Estado,São Paulo,Encontros com o modernismo / Stedelijk Museum ; [texto] Marcelo Mattos Araújo ; [curadoria] Maarten Bertheux,"São Paulo : Pinacoteca, 2004.",12 p. : il. color. ; 28 cm,"Catálogo publicado em decorrência da exposição realizada na Pinacoteca de São Paulo, do conjunto de obras do Stedelijk Museum (Amsterdã), no período de 30 de janeiro a 3 de outubro de 2004.","Encontros com o modernismo São Paulo 2004
Fotografia Século 20
Escultura (trabalho visual) Século 20
Instalação (trabalho visual) Século 20
Pintura (obra visual) Século 20
Arte moderna (período) Século 20","Araújo, Marcelo Mattos texto 
Pinacoteca do Estado São Paulo
Bertheux, Maarten curadoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,"INDIVIDUAL BARRÃO, Jorge B223j  1986 Coleção Bibliográfica",Galeria de Arte Centro Empresarial Rio,Rio de Janeiro,1986,Jorge Barrão,"Rio de Janeiro : Galeria de Arte Centro Empresarial Rio, 1986.",8 p. : il. p&b ; 20 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria de Arte Centro Empresarial Rio, na cidade do Rio de Janeiro no período de 27 de outubro a 24 de novembro de 1986.
Inclui bibliografia.","Jorge Barrão Rio de Janeiro 1986
Instalação (trabalho visual) Brasil -- século 20 - 21
Escultura (trabalho visual) Brasil -- século 20 - 21
Arte contemporânea (período) Brasil -- século 20 - 21","Barrão, JorgeGaleria de Arte Centro Empresarial Rio Rio de Janeiro 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,Exposição palavras compartilhadas : material educativo,"Rio de Janeiro : SESC, 2012.","43, ca. 20, 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"INDIVIDUAL DANZIGER, Leila D199e  2012 Coleção Bibliográfica","Danziger, Leila",Galeria de Arte IBEU,Rio de Janeiro,Edifício Líbano / Leila Danziger ; [curadoria e texto] Ivair Reinaldim ; [fotografia] Wilton Montenegro,"Rio de Janeiro : Instituto de Artes da UERJ, 2012.",110 p. : il. color. ; 19 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria de Arte IBEU, na cidade do Rio de Janeiro no período de 6 a 30 de março de 2012. Conteúdo incompleto : Contem biografia da artista.","Edifício Líbano Rio de Janeiro 2012
Instalação (trabalho visual) Brasil -- Século 21
Impressão (obra visual) Brasil -- Século 21
Fotografia Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21",Instituto de Artes da UERJ,,,ISBN : 9788563266057,,Rio de Janeiro,"Reinaldim, Ivair curadoria  texto
Galeria de Arte IBEU Rio de Janeiro
Montenegro, Wilton fotografia
Instituto de Artes da UERJ Rio de Janeiro",,,,,,,,,,,,,,,,,,,,,,,
627,"INDIVIDUAL  VASARI, Giorgio V328g  2012 Coleção Bibliográfica","Vasari, Giorgio, 1511-1574",Fundação Biblioteca Nacional,Rio de Janeiro,Giorgio Vasari : a invenção do artista moderno : 500 anos / curadoria da exposição e redação do catálogo : Elisa Byington,"Rio de Janeiro : Fundação Biblioteca Nacional, [2012].",183 p. : il. color. ; 23 cm,"Catálogo publicado em decorrência da exposição realizada no Espaço Cultural Eliseu Visconti (Biblioteca Nacional), no Rio de Janeiro no período de 21 de outubro de 2011 a 17 de fevereiro de 2012","Vasari, Giorgio, 1511-1574
Giorgio Vasari, 500 anos Rio de Janeiro 2012
Arte renascentista (período) Itália -- Século 16
História da arte -- Itália -- Século 16
Monograma -- Itália -- Século 16
Desenho (obra visual) -- Itália -- Século 16","Byington, Elisa curad.
Fundação Biblioteca Nacional Rio de Janeiro",,,ISBN : 9788533306851,,,,,,,,,,,,,,,,,,,,,,,,,,
675,"INDIVIDUAL FREITAS, Iole de F866e  2003 Coleção Bibliográfica","Freitas, Iole de 1945-",Marcus Vieira Galerias de Arte,Belo Horizonte,Iole de Freitas : esculturas e maquetes / [texto] Paulo Sergio Duarte,"Belo Horizonte : Marcus Vieira Galerias de Arte, 2003.","15 p. : il., color. ; 29 cm","Catálogo publicado em decorrência da exposição realizada no Marcus Vieira Galerias de Arte, na cidade de Belo Horizonte no período de 11 de dezembro a 23 de dezembro de 2003. Conteúdo incompleto : Contém biografia da artista.","Esculturas e maquetes Belo Horizonte 2003
Escultura (trabalho visual) Brasil -- Século 21
Instalação (trabalho visual) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Duarte, Paulo Sergio texto 
Marcus Vieira Galerias de Arte Belo Horizonte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,7.072.3 R639  2013 Coleção Bibliográfica,,"Pontual, Roberto texto 
Pucu, Izabela organização
Medeiros, Jacqueline organização",,"Roberto Pontual : obra crítica / organização Izabela Pucu, Jacqueline Medeiros","Rio de Janeiro : Azougue Editorial, 2013.",638 p. : il. p&b ; 24 cm,,"Pontual, Roberto texto
Crítica de arte -- Brasil -- Século 20",,,,ISBN : 9788579201271,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"INDIVIDUAL NASSAR, Emmanuel N265p  2003 Coleção Bibliográfica","Nassar, Emmanuel",Centro Cultural Banco do Brasil,Rio de Janeiro,A poesia da gambiarra / Emmanuel Nassar ; [curadoria] Denise Mattar ; [texto] Márcio Augusto Freitas de Meira ... [et al.]. ; [tradução] Thomas Nerney,"Rio de Janeiro : Centro Cultural Banco do Brasil, 2003.",171 p. : il. color. ; 25 cm,"Catálogo publicado em decorrência da exposição realizada no Centro Cultural Banco do Brasil, na cidade do Rio de Janeiro no período de 14 de julho a 21 de setembro de 2003; e no Centro Cultural Banco do Brasil, em Brasília, no período de 10 de novembro de 2003 a 4 de janeiro de 2004.
Texto em português e inglês.","A poesia da gambiarra Rio de Janeiro 2003
Desenho (obra visual) Brasil -- Século 21
Pintura (obra visual) Brasil -- Século 21
Fotografia Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Mattar, Denise texto  curadoria
Centro Cultural Banco do Brasil Rio de Janeiro
Meira, Márcio Augusto Freitas de texto
Morkazel, Mariza texto
Brito, Rosangela texto
Herkenhoff, Paulo texto
Chiarelli, Tadeu texto
Nerney, Thomas tradução",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,,,,,Paço imperial : sala do trono,"Rio de Janeiro : Paço Imperial, 1996.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,COLETIVO  Oi Futuro O39d  2007  Coleção Bibliográfica,Oi Futuro Rio de Janeiro,"Veras, Alexandre texto 
Rosiny, Claudia texto
Birringer, Johannes texto
Alonso, Rodrigo texto
Vieira, João Luiz texto",,Dança em foco : videodança: 2007 / textos : Alexandre Veras ... [et al.],"Rio de Janeiro : Oi Futuro, 2007.",158 p. : il. color.,"Texto em português, inglês e espanhol 
Catálogo publicado em decorrência do Festival Internacional Dança em Foco realizado no Rio de Janeiro","Festival internacional de vídeo e dança Rio de Janeiro 2007 2
Dança -- Brasil -- Século 21
Tecnologia -- Brasil -- Século 21
Gravação em vídeo -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21",,,(Coleção arte e tecnologia),ISBN : 9788599247105,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,"Daré, Salvio",,,Salvio Daré,"Rio de Janeiro : IPHAN, 19--?.",ca. 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"INDIVIDUAL BOTELHO, Adir B748b  2012 Coleção Bibliográfica","Botelho, Adir",Caixa Cultural,Rio de Janeiro,"Barbárie e espanto em Canudos : xilogravuras & desenhos : coleção Museu Nacional de belas Artes / Adir Botelho ; [curadoria] Monica Xexéo ; [texto] Angela Ancora da Luz, Monica Xexéo, Ricardo Pereira","Rio de Janeiro : Caixa Cultural, 2012.",215 p. : il. color. ; 22 cm,"Catálogo publicado em decorrência da exposição realizada na Caixa Cultural, na cidade do Rio de Janeiro no período de 17 de setembro a 11 de novembro de 2012. Conteúdo incompleto : Contém biografia do artista.","Barbárie e espanto em Canudos Rio de Janeiro 2012
Xilogravura (gravura) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Xexéo, Monica curadoria  texto
Caixa Cultural Rio de Janeiro
Luz, Angela Ancora da texto
Pereira, Ricardo texto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,730(81) A447c  2005 Coleção Bibliográfica,"Almeida, Frederico Neves",,,Conservação de cantarias : manual / Frederico Neves Almeida,"Brasília : IPHAN/Programa Monumenta, 2005.",86 p. : il. color. ; 24 cm,,"Escultura (trabalho visual) -- Brasil -- Século 21
Cantaria -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,Do conceitual à arte contemporânea : marcos históricos,"São Paulo : Itaú Cultural, 1994.",35 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7(81) A786  2012 Coleção Bibliográfica,,"Borges, Sílvia organização 
Gullar, Ferreira texto
Oliveira, Myriam Andrade Ribeiro de texto
Schwarcz, Lilia Mortiz texto
Cardoso, Rafael texto
Conduru, Roberto texto
Duarte, Paulo Sergio texto
Pereira, Sonia Gomes texto
Farias, Agnaldo texto
Ribeiro, Marcus Tadeu Daniel texto
Coli, Jorge texto
Leite, José Roberto Teixeira texto
Herkenhoff, Paulo texto",,Artes visuais no Brasil : registros de um ciclo de palestras / [organização] Sílvia Borges ; [texto] Ferreira Gullar ... [et al.],"Niterói : Universidade Livre de Niterói, 2012.",201 p. ; 21 cm,,"Arte visual -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,"INDIVIDUAL PALAZYAN, Rosana P155r  2002 Coleção Bibliográfica","Palazyan, Rosana",Centro Cultural Banco do Brasil,Rio de Janeiro,"Rosana Palazyan / [texto] Frederico Morais, Heloísa Buarque de Hollanda, Paulo Herkenhoff ; [tradução] Paulo Andrade Lemos, Renato Resende","Rio de Janeiro : Centro Cultural Banco do Brasil, 2002.",91 p. : il. color. ; 28 cm,"Catálogo publicado em decorrência da exposição realizada no Centro Cultural Banco do Brasil, na cidade do Rio de Janeiro no período de 12 de agosto a 13 de outubro de 2002. Conteúdo incompleto : Contém biografia da artista.
Texto em português e inglês.","Arte visual Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Morais, Frederico texto 
Centro Cultural Banco do Brasil Rio de Janeiro
Hollanda, Heloísa Buarque de texto
Herkenhoff, Paulo texto
Lemos, Paulo Andrade tradução
Resende, Renato tradução",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"INDIVIDUAL  GOELDI, Oswaldo G595o  2012 Coleção Bibliográfica","Goeldi, Oswaldo",Caixa Cultural,Rio de Janeiro,Oswaldo Goeldi & Fiódor Dostoiévski / Lani Goeldi (curad.),"Rio de Janeiro : Caixa Cultural, [2012].",57 p. : il. color. ; 23 cm,"Catálogo publicado em decorrência da exposição realizada na Caixa Cultural, na cidade do Rio de Janeiro no período de 25 de setembro a 18 de novembro de 2012.","Dostoiévski, Fiódor Mikhailovich escritor Rússia
Goeldi e Dostoiésvski Rio de Janeiro 2012
Arte gráfica -- Brasil -- Século 20
Gravura -- Brasil -- Século 20
Xilogravura (gravura) -- Brasil -- Século 20
Ilustração (processo) -- Brasil -- Século 20
Arte moderna (período) -- Brasil -- Século 20",Associação Artística Cultural Oswaldo Goeldi,,,,,Rio de Janeiro,Cult Arte e Comunicação,São Paulo,"Goeldi, Lani curadoria
Caixa Cultural Rio de Janeiro
Goeldi e Dostoiésvski (Rio de Janeiro  2012) 
Associação Artística Cultural Oswaldo Goeldi Rio de Janeiro
Cult Arte e Comunicação São Paulo",,,,,,,,,,,,,,,,,,,,,
413,,,,,Bel-air : news about a second atmosphere,"Paris : Le Laboratoire, 2007?.",ca. 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,Pós-impressionismo e as origens da pintura moderna : exposição de reproduções fotográficas,"São Paulo : SESC, 20--?.",12 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,726(81) F619i  2010 Coleção Bibliográfica,"Flexor, Maria Helena Ochi","Zimbres, Paula tradução",,Igrejas e conventos da Bahia = Churches and convents of Bahia / Maria Helena Ochi Flexor ; [tradução] Paula Zimbres,"Brasília : IPHAN/Programa Monumenta, 2010.",3 v. : il. color. ; 22 cm,"Texto em português e inglês.
A biblioteca possui os v. 1, 2 e 3.","Arquitetura religiosa -- Brasil -- Século 21
Bahia
Igreja (edifício) -- Brasil -- Século 21
Arte barroca (período) -- Brasil -- Século 21",,,(Roteiros do patrimônio ; 9),,Churches and convents of Bahia,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,Chegança do almirante negro na pequena África : Odisséia de João Cândido,"Rio de Janeiro : Casa Mystérios Gamboa, 200-?.",18 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,316.42(81) M992  2008 Coleção Bibliográfica,,"Novaes, Adauto organização  texto
Miranda, Danilo Santos de texto
Dupuy, Jean-Pierre texto
Santos, Laymert Garcia dos texto
Oliveira, Luiz Alberto texto
Bignotto, Newton texto
Lessa, Renato texto
Silva, Franklin Leopoldo e texto
Giacola Júnior, Oswaldo texto
Penna, João Camilo texto
Gros, Frédéric texto
Matos, Olgária texto
Henriquez, Eugène texto
Kehl, Maria Rita texto
Naccache, Lionel texto
Rouanet, Sérgio Paulo texto
Oliveira, Francisco de texto
Déguy, Michel texto",,Mutações : ensaios sobre as novas configurações do mundo / [organização e texto] Adauto Novaes ; [texto] Danilo Santos de Miranda ... [et al.].,"Rio de Janeiro : Agir, São Paulo : SESC, 2008.",419 p. ; 24 cm,,"Sociologia -- Brasil -- Século 21
Mudança social
Filosofia -- Brasil -- Século 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
